roast_id,timestamp,tc,t1,t2,flow_gas,vac,drum_speed,vaf_close,vat_open,gas_pressure,air_speed,set_bf,set_vac,set_tt,set_vaf,set_vat
SYNTH_118_P13,2000-01-04 21:49:40,112.1,631.2,490.7,28.3,526.3,35.9,35.6,44.4,147.4,6.54,28.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:49:45,113.8,631.1,494.1,30.0,530.4,35.8,31.4,61.6,142.3,6.56,30.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:49:50,115.6,631.9,501.6,34.2,475.5,35.8,24.6,45.8,139.5,6.28,34.2,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:49:55,117.8,640.2,501.2,31.7,485.4,35.8,13.4,48.3,138.7,6.27,31.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:00,119.5,635.9,501.6,35.3,440.9,35.9,31.6,52.1,143.9,6.3,35.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:05,120.9,641.0,505.4,30.9,500.8,35.8,12.4,62.0,141.6,6.37,30.9,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:10,122.7,643.7,503.6,34.7,549.9,35.7,14.4,49.1,139.0,6.26,34.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:15,125.2,635.0,506.3,36.5,556.4,35.8,33.1,42.3,140.8,6.27,36.5,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:20,127.8,652.5,512.6,34.1,523.0,35.8,51.2,40.2,133.8,6.3,34.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:25,129.4,644.4,505.7,35.1,510.8,35.8,19.2,45.7,137.1,6.37,35.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:30,131.4,650.5,508.4,33.1,511.8,35.9,21.2,46.6,143.6,6.3,33.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:35,133.3,652.9,517.8,34.1,492.8,35.8,30.6,44.0,137.9,6.36,34.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:40,135.6,653.6,518.3,37.0,453.1,35.8,29.9,47.2,135.8,6.25,37.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:45,138.1,653.5,517.2,36.8,476.6,35.8,34.7,58.1,140.8,6.33,36.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:50,140.2,655.6,520.7,33.9,468.1,35.8,22.7,45.6,133.5,6.35,33.9,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:50:55,142.3,660.0,522.5,34.6,566.3,35.7,41.1,49.8,136.8,6.34,34.6,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:00,145.2,666.8,523.0,34.7,416.5,35.8,10.5,50.1,141.3,6.27,34.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:05,147.4,667.0,524.7,35.3,513.9,35.7,30.7,53.7,141.5,6.33,35.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:10,149.6,660.3,524.9,37.4,504.5,35.8,26.2,67.2,142.4,6.34,37.4,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:15,152.1,666.2,527.4,38.8,501.8,35.7,33.2,45.5,143.7,6.31,38.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:20,154.0,667.5,527.3,34.1,537.9,35.9,23.2,36.8,142.2,6.35,34.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:25,156.2,668.1,531.0,34.0,503.1,35.8,27.2,50.8,143.2,6.33,34.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:30,158.6,678.6,533.8,35.1,439.6,35.8,25.0,58.7,132.8,6.3,35.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:35,161.2,684.4,535.1,39.3,470.8,35.7,40.1,37.4,142.8,6.22,39.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:40,164.8,680.0,538.1,36.7,540.0,35.8,18.4,49.0,140.6,6.3,36.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:45,166.3,689.7,540.2,37.9,492.1,35.8,42.3,37.0,142.9,6.33,37.9,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:50,168.6,679.4,539.6,38.8,478.5,35.9,16.4,53.8,145.8,6.31,38.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:51:55,172.2,689.8,546.8,38.0,488.7,35.7,21.5,56.0,136.8,6.31,38.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:00,174.8,696.8,550.0,37.0,486.6,35.7,27.0,28.6,146.9,6.25,37.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:05,177.4,692.1,550.8,41.8,503.2,35.9,37.6,55.7,145.8,6.3,41.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:10,179.5,696.1,556.3,39.4,546.7,35.8,7.5,44.1,142.3,6.31,39.4,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:15,181.9,691.1,554.8,42.1,535.9,35.9,27.3,49.7,137.5,6.29,42.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:20,184.9,703.5,557.9,39.1,468.3,35.8,20.5,48.2,132.0,6.29,39.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:25,187.5,706.6,558.1,40.7,469.5,35.8,37.8,54.9,146.8,6.34,40.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:30,190.9,703.2,560.5,38.5,518.3,35.8,15.5,48.9,143.3,6.29,38.5,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:35,193.6,698.9,560.0,36.8,482.5,35.8,38.0,49.3,133.8,6.25,36.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:40,196.4,705.4,561.4,39.0,583.4,35.9,0.0,51.2,139.1,6.26,39.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:45,199.3,699.7,561.4,38.4,524.7,35.8,24.4,36.9,140.7,6.28,38.4,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:50,202.4,705.6,561.8,39.3,435.7,35.8,8.3,48.9,142.3,6.26,39.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:52:55,205.5,711.9,564.2,40.3,460.7,35.7,37.5,45.3,145.1,6.28,40.3,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:00,208.5,709.1,567.6,40.0,583.1,35.7,31.4,43.3,134.8,6.33,40.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:05,211.1,712.1,567.7,37.5,511.5,35.8,23.8,47.0,137.5,6.29,37.5,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:10,214.2,712.5,566.5,41.5,584.7,35.8,39.9,38.8,149.7,6.35,41.5,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:15,210.7,707.8,566.5,39.0,479.7,35.7,29.7,53.3,139.1,6.32,39.0,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:20,207.4,712.5,567.0,39.1,453.6,35.8,30.5,56.3,136.0,6.35,39.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:25,204.6,709.3,568.5,35.1,465.0,35.8,26.1,44.9,139.7,6.28,35.1,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:30,200.8,722.3,570.6,40.8,479.1,35.8,23.4,54.6,132.7,6.28,40.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:35,197.2,714.1,568.5,37.8,471.6,35.8,23.8,52.0,138.2,6.25,37.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:40,194.0,705.4,567.0,38.8,468.9,35.8,12.9,54.1,144.2,6.25,38.8,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:45,190.2,718.6,567.1,39.2,512.1,35.8,27.1,44.0,140.5,6.33,39.2,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:50,187.3,717.1,568.1,41.6,526.6,35.8,34.0,67.1,145.5,6.28,41.6,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:53:55,184.7,714.6,568.5,37.7,551.0,35.7,22.3,51.9,132.1,6.35,37.7,50.0,87.0,26.0,56.0
SYNTH_118_P13,2000-01-04 21:54:00,180.7,713.4,568.0,41.3,545.3,35.8,16.7,64.4,151.3,6.38,41.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:00,218.2,311.3,224.4,5.0,566.4,36.2,22.0,41.1,142.8,6.72,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:05,218.6,318.4,222.7,5.0,531.8,36.4,32.4,58.6,137.4,6.75,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:10,218.8,313.6,226.6,5.0,488.1,36.3,25.1,61.2,135.2,6.69,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:15,218.2,306.9,218.5,5.0,499.9,36.3,12.2,62.2,139.1,6.66,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:20,218.8,315.9,223.8,7.6,478.0,36.2,27.2,60.8,134.3,6.69,7.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:25,219.0,315.9,223.0,5.6,573.5,36.2,24.4,43.7,140.2,6.67,5.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:30,219.0,318.7,225.9,5.0,485.9,36.2,25.6,41.6,137.2,6.71,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:35,219.3,312.7,223.3,5.0,524.0,36.3,19.4,52.7,139.0,6.78,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:40,207.2,325.6,233.2,5.0,544.7,36.3,14.7,48.9,139.1,6.72,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:45,197.4,333.4,242.0,5.0,478.4,36.4,25.8,52.9,141.4,6.65,5.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:50,189.3,344.5,251.6,8.8,569.3,36.3,35.2,60.5,134.2,6.69,8.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:30:55,181.6,355.6,261.7,7.6,507.3,36.3,28.3,44.0,138.8,6.64,7.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:00,174.4,363.4,267.3,6.3,531.9,36.3,35.4,45.9,136.0,6.69,6.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:05,166.9,383.7,278.9,10.6,461.3,36.4,12.3,55.0,133.5,6.72,10.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:10,161.0,405.5,289.6,13.6,398.2,36.2,12.5,37.4,137.5,6.67,13.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:15,154.4,396.0,291.7,10.6,516.1,36.2,29.7,54.3,138.7,6.7,10.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:20,148.8,410.0,302.1,14.2,472.0,36.2,15.9,35.9,144.5,6.71,14.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:25,143.7,420.4,312.4,18.2,467.0,36.3,39.5,56.0,139.1,6.67,18.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:30,138.4,421.6,315.4,10.5,504.4,36.2,29.2,50.8,138.6,6.69,10.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:35,133.5,430.9,323.8,13.4,568.3,36.3,26.0,62.4,147.1,6.71,13.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:40,130.0,443.5,332.6,14.1,494.1,36.2,15.4,40.0,146.4,6.72,14.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:45,125.5,449.8,338.4,19.2,495.4,36.3,23.6,52.6,138.5,6.64,19.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:50,121.9,450.9,340.3,15.6,555.6,36.2,21.6,43.0,142.2,6.73,15.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:31:55,118.1,452.3,343.2,17.7,423.0,36.4,10.3,42.9,141.8,6.76,17.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:00,114.9,457.3,345.7,16.7,459.2,36.3,29.0,58.9,147.6,6.65,16.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:05,112.1,466.4,350.7,18.0,496.1,36.3,28.4,48.0,138.2,6.67,18.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:10,109.7,474.6,361.4,14.8,498.4,36.3,34.4,46.9,142.0,6.68,14.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:15,106.3,489.3,372.1,23.4,490.5,36.3,26.8,58.0,138.4,6.7,23.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:20,103.9,509.2,382.1,22.3,480.3,36.3,22.5,41.0,141.9,6.71,22.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:25,102.7,512.6,387.0,23.3,504.5,36.3,27.1,49.8,137.9,6.72,23.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:30,100.6,515.5,394.0,19.3,468.4,36.3,20.1,42.7,133.9,6.66,19.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:35,99.0,526.6,397.8,27.6,542.3,36.3,37.3,45.5,140.0,6.68,27.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:40,97.5,524.7,401.5,22.6,521.5,36.3,31.3,50.0,138.4,6.7,22.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:45,96.7,528.8,405.2,22.1,568.5,36.3,22.7,55.7,140.2,6.99,22.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:50,95.9,534.5,411.3,25.0,444.0,36.3,24.5,56.7,142.9,6.98,25.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:32:55,94.6,536.3,416.9,20.9,402.9,36.3,24.1,58.4,133.7,6.92,20.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:00,94.1,542.3,420.1,23.0,497.8,36.3,19.8,48.0,140.9,6.98,23.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:05,92.8,545.8,424.3,24.5,444.1,36.3,22.3,48.4,137.9,7.02,24.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:10,92.7,549.3,424.9,26.1,560.4,36.3,17.1,49.0,138.4,6.99,26.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:15,92.4,550.3,425.9,24.2,487.7,36.3,26.5,53.7,143.0,6.95,24.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:20,92.1,558.8,430.3,26.3,523.0,36.3,22.6,54.9,147.5,6.99,26.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:25,91.9,557.5,434.4,27.2,490.0,36.4,34.5,48.6,133.1,6.91,27.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:30,92.2,567.7,441.0,21.1,469.0,36.3,14.9,50.8,143.5,6.98,21.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:35,92.4,573.0,450.6,24.1,454.0,36.2,10.0,41.3,136.7,7.01,24.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:40,92.5,585.4,452.9,29.8,452.3,36.3,40.9,45.5,144.5,7.04,29.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:45,92.5,595.7,459.7,22.1,553.5,36.3,24.3,69.6,136.4,6.98,22.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:50,93.6,593.0,464.3,28.8,563.9,36.2,30.2,38.6,135.0,7.02,28.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:33:55,94.0,588.8,464.6,28.7,412.7,36.4,24.7,55.6,140.2,7.02,28.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:00,94.4,599.5,464.2,27.3,484.0,36.3,11.8,42.5,142.5,6.94,27.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:05,95.7,602.8,470.6,29.3,463.5,36.2,22.3,32.5,138.5,7.0,29.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:10,96.4,605.1,471.7,29.6,573.2,36.3,30.5,65.6,138.8,6.97,29.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:15,97.5,610.5,474.7,28.3,540.6,36.3,18.3,50.2,139.2,7.04,28.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:20,97.7,609.0,476.3,30.0,525.2,36.3,23.6,39.7,140.7,7.0,30.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:25,99.0,618.5,481.2,28.8,476.4,36.3,25.1,52.1,135.1,6.97,28.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:30,100.5,617.7,484.0,29.2,538.9,36.3,28.3,49.0,145.9,6.98,29.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:35,101.9,623.7,484.3,31.1,533.7,36.3,29.5,40.3,139.0,6.96,31.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:40,103.1,624.2,489.0,29.7,454.0,36.3,17.2,60.2,133.5,7.01,29.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:45,103.8,622.6,495.5,31.3,496.7,36.2,17.5,43.2,139.4,6.95,31.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:50,106.1,626.2,495.7,31.3,497.1,36.4,34.5,65.4,149.4,6.72,31.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:34:55,107.4,627.6,495.4,32.3,527.0,36.3,30.7,58.5,142.4,6.75,32.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:00,108.4,630.0,502.4,33.4,537.2,36.3,37.7,54.3,141.0,6.63,33.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:05,110.1,646.6,502.8,35.5,504.3,36.3,22.5,43.3,135.2,6.68,35.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:10,111.5,633.9,504.6,30.0,453.9,36.2,29.6,52.8,147.3,6.62,30.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:15,113.9,646.5,510.3,32.9,546.1,36.2,26.3,47.7,144.5,6.7,32.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:20,114.9,647.9,514.1,33.9,528.4,36.4,15.3,36.3,139.0,6.68,33.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:25,117.0,658.0,516.1,32.5,552.3,36.2,32.2,66.1,142.4,6.64,32.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:30,118.3,656.0,518.4,37.0,578.0,36.2,33.2,48.7,137.2,6.68,37.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:35,120.6,655.3,517.1,35.5,541.8,36.3,27.6,42.4,142.8,6.71,35.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:40,122.5,660.1,521.4,31.6,503.6,36.3,35.1,43.6,134.2,6.67,31.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:45,123.7,665.8,523.5,31.1,510.0,36.3,9.9,44.0,139.9,6.65,31.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:50,125.7,674.2,526.7,36.9,487.7,36.3,13.4,44.9,139.8,6.71,36.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:35:55,128.4,667.0,529.0,33.9,492.6,36.4,16.9,71.8,137.7,6.65,33.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:00,130.5,663.4,526.7,37.0,566.2,36.3,26.7,40.8,143.7,6.64,37.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:05,132.0,670.8,527.9,35.9,464.5,36.3,30.2,42.3,133.1,6.72,35.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:10,133.7,670.9,530.1,33.7,558.6,36.2,22.2,39.3,139.6,6.66,33.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:15,136.2,666.0,531.5,36.0,441.9,36.4,21.6,53.1,144.7,6.6,36.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:20,137.3,665.5,528.6,32.0,453.8,36.2,34.1,47.3,139.9,6.73,32.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:25,139.7,668.6,530.0,35.0,481.0,36.2,20.9,44.8,145.2,6.62,35.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:30,141.7,676.5,534.1,37.0,497.3,36.2,26.5,48.4,145.8,6.67,37.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:35,143.5,667.9,536.3,35.5,518.0,36.3,15.9,53.5,137.5,6.73,35.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:40,145.4,683.9,539.4,37.9,456.9,36.2,29.7,46.0,145.2,6.61,37.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:45,148.0,681.8,539.5,37.4,519.3,36.2,30.0,49.9,137.9,6.75,37.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:50,150.3,690.6,547.4,39.2,486.3,36.3,26.0,48.0,144.3,6.67,39.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:36:55,151.6,693.9,550.6,39.5,537.4,36.3,28.3,36.6,139.0,6.66,39.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:00,154.4,699.7,548.2,37.9,494.5,36.3,6.2,41.8,146.5,6.7,37.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:05,155.5,695.3,548.4,35.2,604.6,36.2,21.7,63.3,145.4,6.69,35.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:10,159.0,691.2,547.1,38.8,385.7,36.3,34.4,52.3,144.0,6.63,38.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:15,160.2,689.7,549.5,34.4,507.5,36.3,23.7,63.2,139.1,6.7,34.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:20,162.6,693.7,551.9,34.3,483.8,36.2,8.1,38.8,143.3,6.68,34.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:25,164.7,701.2,551.6,34.6,471.4,36.4,34.6,46.9,143.1,6.72,34.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:30,166.8,700.7,552.8,36.4,552.4,36.3,28.7,48.0,131.9,6.63,36.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:35,169.3,698.0,554.9,37.5,526.2,36.3,32.4,45.1,145.1,6.64,37.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:40,171.4,702.5,560.3,36.4,484.9,36.3,20.0,50.2,142.7,6.69,36.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:45,173.5,712.5,562.6,38.1,438.9,36.3,23.4,59.2,142.5,6.7,38.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:50,176.0,706.3,562.2,37.3,505.0,36.2,29.3,52.9,136.4,6.72,37.3,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:37:55,178.1,705.9,563.1,37.5,477.8,36.3,20.4,49.6,142.0,6.73,37.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:00,179.8,710.5,567.9,38.6,460.5,36.2,27.2,48.4,137.6,6.64,38.6,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:05,182.4,713.8,567.7,38.9,523.7,36.3,13.8,37.6,140.6,6.7,38.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:10,184.9,710.9,566.7,39.8,443.8,36.3,24.6,51.8,145.4,6.66,39.8,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:15,186.8,713.0,569.9,39.9,513.3,36.3,31.7,47.7,138.5,6.67,39.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:20,189.1,709.9,564.9,37.1,490.9,36.4,23.4,44.9,138.1,6.65,37.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:25,192.0,714.3,568.7,39.9,454.7,36.3,21.5,56.0,140.8,6.7,39.9,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:30,194.0,710.9,568.8,40.4,465.9,36.3,18.8,53.4,149.2,6.66,40.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:35,196.4,714.0,568.6,39.1,518.2,36.3,11.9,34.4,142.0,6.55,39.1,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:40,199.0,709.7,569.2,40.5,496.3,36.3,10.7,42.3,139.0,6.69,40.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:45,201.1,709.5,568.4,37.5,520.0,36.3,20.1,66.2,141.6,6.64,37.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:50,203.5,723.6,572.8,41.2,502.1,36.3,10.4,58.5,138.9,6.71,41.2,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:38:55,205.8,720.9,574.6,41.7,499.1,36.3,19.1,51.9,143.9,6.65,41.7,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:39:00,207.8,722.0,572.9,37.0,474.3,36.3,14.7,44.5,137.0,6.69,37.0,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:39:05,209.9,717.2,573.0,37.5,529.8,36.3,36.7,64.9,132.8,6.68,37.5,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:39:10,212.5,713.0,575.2,40.4,504.1,36.3,17.8,56.9,138.2,6.65,40.4,50.0,87.0,26.0,56.0
SYNTH_119_P13,2000-01-04 22:39:15,215.3,717.2,577.4,40.2,546.8,36.3,34.9,47.1,135.9,6.64,40.2,50.0,87.0,26.0,56.0
